"LONGITUD","LATITUD","CODIGO_COMUNA","SECTOR"
-75.6012092,6.26682875,"12","No Oficial"
-75.60765199,6.23501793,"16","No Oficial"
-75.59339353,6.23026323,"16","No Oficial"
-75.6347251,6.27993132,"60","No Oficial"
-75.60453703,6.28329651,"07","No Oficial"
-75.60231407,6.22434568,"16","No Oficial"
-75.54614982,6.26448526,"03","No Oficial"
-75.53552253,6.26894602,"03","No Oficial"
-75.58823899,6.240056,"11","No Oficial"
-75.54071405,6.28687237,"01","No Oficial"
-75.58376237,6.28498327,"07","No Oficial"
-75.57340116,6.25343408,"10","No Oficial"
-75.56272567,6.24460535,"10","No Oficial"
-75.56143082,6.24761822,"10","No Oficial"
-75.55878597,6.24795106,"10","No Oficial"
-75.56000764,6.25085715,"10","No Oficial"
-75.56047657,6.25057868,"10","No Oficial"
-75.57181936,6.28884391,"05","No Oficial"
-75.55844628,6.23720127,"09","No Oficial"
-75.59508402,6.2645733,"11","No Oficial"
-75.56606423,6.20009112,"14","No Oficial"
-75.61862181,6.24920083,"13","No Oficial"
-75.57590762,6.28493136,"05","No Oficial"
-75.56721016,6.29081306,"05","No Oficial"
-75.53722897,6.28956371,"01","No Oficial"
-75.58581342,6.30749199,"06","No Oficial"
-75.59359585,6.26827912,"11","No Oficial"
-75.56504674,6.27008289,"04","No Oficial"
-75.59537954,6.27976351,"07","No Oficial"
-75.56353337,6.24657192,"10","No Oficial"
-75.57829687,6.2773507,"05","No Oficial"
-75.56325448,6.24897859,"10","No Oficial"
-75.54464402,6.28380404,"03","No Oficial"
-75.57866696,6.2981707,"06","No Oficial"
-75.57819222,6.28002449,"07","No Oficial"
-75.60258368,6.23317421,"16","No Oficial"
-75.54000705,6.23262589,"09","No Oficial"
-75.58675399,6.22235486,"15","No Oficial"
-75.58842891,6.21080772,"15","No Oficial"
-75.58474228,6.23861037,"16","No Oficial"
-75.65963019,6.18518865,"80","No Oficial"
-75.6466782,6.18823779,"80","No Oficial"
-75.6531644,6.18558462,"80","No Oficial"
-75.60427949,6.28078417,"07","No Oficial"
-75.56327384,6.28808097,"04","No Oficial"
-75.60817037,6.252313,"12","No Oficial"
-75.55853735,6.28315157,"04","No Oficial"
-75.60868857,6.2352173,"16","No Oficial"
-75.54250863,6.25303452,"08","No Oficial"
-75.55979685,6.24473833,"10","No Oficial"
-75.54621736,6.23540421,"09","No Oficial"
-75.59662577,6.25790833,"11","No Oficial"
-75.59292316,6.22312351,"16","No Oficial"
-75.59423366,6.22502209,"16","No Oficial"
-75.55649955,6.18514942,"90","No Oficial"
-75.59221194,6.24693939,"11","No Oficial"
-75.55678044,6.28664,"04","No Oficial"
-75.55837883,6.27241453,"04","No Oficial"
-75.54950211,6.2337179,"09","No Oficial"
-75.54749667,6.2433592,"08","No Oficial"
-75.55113055,6.23231604,"09","No Oficial"
-75.56468364,6.25177522,"10","No Oficial"
-75.5632781,6.24818038,"10","No Oficial"
-75.65034052,6.18320843,"80","No Oficial"
-75.56576937,6.25053975,"10","No Oficial"
-75.5391044,6.27962778,"90","No Oficial"
-75.55567103,6.23592651,"09","No Oficial"
-75.56132512,6.25161672,"10","No Oficial"
-75.59459108,6.26471537,"11","No Oficial"
-75.55515358,6.24817871,"10","No Oficial"
-75.56601472,6.24250338,"10","No Oficial"
-75.5611968,6.243034,"10","No Oficial"
-75.5874913,6.20549428,"15","No Oficial"
-75.56059796,6.25275793,"10","No Oficial"
-75.59849468,6.23550487,"16","No Oficial"
-75.56145766,6.2507164,"10","No Oficial"
-75.62729305,6.28829643,"60","No Oficial"
-75.55942595,6.21160871,"14","No Oficial"
-75.58506236,6.29659206,"06","No Oficial"
-75.56089254,6.25517511,"10","No Oficial"
-75.57708267,6.19463425,"14","No Oficial"
-75.59296761,6.22808881,"16","No Oficial"
-75.60464893,6.24796046,"12","No Oficial"
-75.62768609,6.23394204,"70","No Oficial"
-75.58176308,6.22151697,"15","No Oficial"
-75.58713256,6.23356584,"16","No Oficial"
-75.58548046,6.24120988,"11","No Oficial"
-75.56476134,6.18064421,"14","No Oficial"
-75.54350815,6.25098094,"08","No Oficial"
-75.60612428,6.22232044,"16","No Oficial"
-75.59035996,6.25030056,"11","No Oficial"
-75.59912524,6.24731616,"11","No Oficial"
-75.58625471,6.25966905,"11","No Oficial"
-75.579611,6.27454978,"07","No Oficial"
-75.61276155,6.25686826,"13","No Oficial"
-75.59584694,6.28195961,"07","No Oficial"
-75.59837604,6.25832389,"12","No Oficial"
-75.60606982,6.22296317,"16","No Oficial"
-75.60138214,6.2291602,"16","No Oficial"
-75.60547693,6.24914116,"12","No Oficial"
-75.53658751,6.2718569,"03","No Oficial"
-75.60290041,6.2866914,"60","No Oficial"
-75.5548222,6.23932195,"09","No Oficial"
-75.60705318,6.24437669,"12","No Oficial"
-75.55371866,6.23622041,"09","No Oficial"
-75.59743129,6.22579996,"16","No Oficial"
-75.60074113,6.23070374,"16","No Oficial"
-75.61056916,6.2436433,"12","No Oficial"
-75.55697296,6.23533295,"09","No Oficial"
-75.60068554,6.21104829,"16","No Oficial"
-75.57022292,6.26102431,"10","No Oficial"
-75.60743186,6.22046692,"16","No Oficial"
-75.61336225,6.25854403,"13","No Oficial"
-75.59469101,6.26716105,"11","No Oficial"
-75.55130327,6.1825881,"90","No Oficial"
-75.56777872,6.18963427,"14","No Oficial"
-75.55993193,6.2519391,"10","No Oficial"
-75.60648337,6.25285212,"12","No Oficial"
-75.59845828,6.23697915,"16","No Oficial"
-75.56183854,6.25162964,"10","No Oficial"
-75.59220109,6.22847814,"16","No Oficial"
-75.56059735,6.25108262,"10","No Oficial"
-75.63314566,6.27847447,"60","No Oficial"
-75.60671188,6.22070812,"16","No Oficial"
-75.60580888,6.2207984,"16","No Oficial"
-75.60669493,6.25213715,"12","No Oficial"
-75.57358311,6.18184126,"14","No Oficial"
-75.60181834,6.25440281,"12","No Oficial"
-75.6117674,6.2473892,"12","No Oficial"
-75.59530253,6.26630611,"11","No Oficial"
-75.56302358,6.26167866,"10","No Oficial"
-75.55632962,6.2844322,"04","No Oficial"
-75.61601853,6.25488448,"13","No Oficial"
-75.59967667,6.24607734,"11","No Oficial"
-75.60556946,6.23969815,"11","No Oficial"
-75.56918153,6.30474031,"06","No Oficial"
-75.60251393,6.23033904,"16","No Oficial"
-75.59178844,6.19684102,"15","No Oficial"
-75.60066398,6.24873477,"11","No Oficial"
-75.57050988,6.19259586,"14","No Oficial"
-75.59458213,6.30431417,"60","No Oficial"
-75.65151944,6.18658017,"80","No Oficial"
-75.54590375,6.20888363,"90","No Oficial"
-75.65615582,6.18624138,"80","No Oficial"
-75.6087013,6.2537042,"12","No Oficial"
-75.59455271,6.22919436,"16","No Oficial"
-75.64586934,6.16570849,"80","No Oficial"
-75.59553054,6.25642283,"11","No Oficial"
-75.59027834,6.27736736,"07","No Oficial"
-75.57140116,6.22573851,"14","No Oficial"
-75.56209614,6.24521281,"10","No Oficial"
-75.58767167,6.2076173,"15","No Oficial"
-75.55999417,6.22233897,"90","No Oficial"
-75.5642854,6.26344013,"10","No Oficial"
-75.56473884,6.24480814,"10","No Oficial"
-75.5506594,6.23937395,"09","No Oficial"
-75.6191505,6.20421122,"70","No Oficial"
