OBJECTID,Shape,nombre_establecimiento,sede_educativa,nucleo,servicio,sector,direccion,telefono,estado,vigencia,x_origen_nacional,y_origen_nacional,clasificacion,codigo_dane,cons_sede,dane_sede,longitud,latitud,cbml,codigo_comuna,nombre_comuna,codigo_barrio,nombre_barrio 
622,"(4712286.7168000005, 2251186.1750000026)",Centro Educativo Semillas De Vida,Centro Educativo Semillas De Vida,930,No Oficial,No Oficial,CL 51 83 A 33,2644246,Activo,2024,4712286.7168,2251186.175,No Oficial-Principal,305001022356,30500102235601,305001022356,-75.6012092,6.26682875,12130080015,12,La América,1213,Calasanz Parte Alta
623,"(4711556.1628, 2247671.0714000035)",Centro Educativo Mis Primeras Ideas,Centro Educativo Mis Primeras Ideas,934,No Oficial,No Oficial,CR 84 32 69 AP 101,3414127,Activo,2024,4711556.1628,2247671.0714,No Oficial-Principal,305001022372,30500102237201,305001022372,-75.60765199,6.23501793,16170200065,16,Belén,1617,Las Mercedes
624,"(4713131.830500002, 2247137.3682000004)",Centro Infantil Mi Edad Feliz,Centro Infantil Mi Edad Feliz,935,No Oficial,No Oficial,CR 73 28 60,2380724,Activo,2024,4713131.8305,2247137.3682,No Oficial-Principal,305001022381,30500102238101,305001022381,-75.59339353,6.23026323,16040120013,16,Belén,1604,Granada
625,"(4708584.340900002, 2252654.0176)",Centro Educativo Amaranto,Centro Educativo Amaranto,936,No Oficial,No Oficial,CR 129 64 15,427 02 48,Activo,2024,4708584.3409,2252654.0176,No Oficial-Principal,305001022402,30500102240201,305001022402,-75.6347251,6.27993132,60000350021,60,San Cristóbal,AUC1,Cabecera Urbana Corregimiento San Cristóbal
626,"(4711927.440600001, 2253009.523499999)",Centro Educativo Hola Niños,Centro Educativo Hola Niños,923,No Oficial,No Oficial,CL 64 G 95 10,4263021,Activo,2024,4711927.4406,2253009.5235,No Oficial-Principal,305001022429,30500102242901,305001022429,-75.60453703,6.28329651,07230170001,07,Robledo,0723,Pajarito
627,"(4712141.191500001, 2246487.683600001)",Cent Pedagogico Goticas Del Saber,Cent Pedagogico Goticas Del Saber,935,No Oficial,No Oficial,CL 19 80 B 69,3533154,Activo,2024,4712141.1915,2246487.6836,No Oficial-Principal,305001022437,30500102243701,305001022437,-75.60231407,6.22434568,16120600018,16,Belén,1612,La Gloria
628,"(4718379.424, 2250897.068599999)",Centro Pedagogico La Magia De Aprender,Centro Pedagogico La Magia De Aprender,916,Cobertura Contratada,No Oficial,CL 70   33 37,2911974,Activo,2024,4718379.424,2250897.0686,Cobertura Contratada-Principal,305001022453,30500102245301,305001022453,-75.54614982,6.26448526,03090310027,03,Manrique,0309,Versalles No.1
629,"(4719558.012200001, 2251384.7579000015)",Colegio Gente Unida Jovenes Por La Paz - Luz De Oriente,Colegio Gente Unida Jovenes Por La Paz - Luz De Oriente,916,Cobertura Contratada,No Oficial,CR 24 72 150,2514254-4447405 EXT 128,Activo,2024,4719558.0122,2251384.7579,Cobertura Contratada-Principal,305001022461,30500102246101,305001022461,-75.53552253,6.26894602,03110230056,03,Manrique,0311,La Cruz
630,"(4713707.699700001, 2248217.7422)",Colegio Lujan,Colegio Lujan,929,No Oficial,No Oficial,CL 34 66AA 02,2653688,Activo,2024,4713707.6997,2248217.7422,No Oficial-Principal,305001022470,30500102247001,305001022470,-75.58823899,6.240056,11050070001,11,Laureles Estadio,1105,Los Conquistadores
631,"(4718993.0540000005, 2253370.3000000007)",Institucion Educativa Pequeña Maria,Institucion Educativa Pequeña Maria,914,Cobertura Contratada,No Oficial,CL 97 A 24 F 56,4481994,Activo,2024,4718993.054,2253370.3,Cobertura Contratada-Principal,305001022496,30500102249601,305001022496,-75.54071405,6.28687237,01120080003,01,Popular,0112,Carpinelo
632,"(4714227.663700001, 2253184.694)",Jardin Infantil Y Preescolar Pajarillos,Jardin Infantil Y Preescolar Pajarillos,922,No Oficial,No Oficial,CL 82 76 132,4415879,Activo,2024,4714227.6637,2253184.694,No Oficial-Principal,305001022500,30500102250001,305001022500,-75.58376237,6.28498327,07100220020,07,Robledo,0710,López de  Mesa
633,"(4715357.277700001, 2249689.426999999)",Colegio Combos Comunidades Educativas De Base,Colegio Combos Comunidades Educativas De Base,927,Cobertura Contratada,No Oficial,CL 51 56 A 35,5141672-5126251,Activo,2024,4715357.2777,2249689.427,Cobertura Contratada-Principal,305001022518,30500102251801,305001022518,-75.57340116,6.25343408,10060150020,10,La Candelaria,1006,San Benito
634,"(4716534.107300001, 2248707.128300002)",Instituto Ferrini - Sede Centro,Instituto Ferrini - Sede Centro,928,No Oficial,No Oficial,CR 42 47 82,4217000,Activo,2024,4716534.1073,2248707.1283,No Oficial-Principal,305001022607,30500102260701,305001022607,-75.56272567,6.24460535,10150140025,10,La Candelaria,1015,Bomboná No.1
635,"(4716679.048100001, 2249039.6774000004)",Colegio Bolivariano,Colegio Bolivariano,928,No Oficial,No Oficial,"Carrera 42 No.50A-26 /
Carrera 43 No.47-29",2396947,Activo,2024,4716679.0481,2249039.6774,No Oficial-Principal,305001022615,30500102261501,305001022615,-75.56143082,6.24761822,10160140067,10,La Candelaria,1016,Boston
636,"(4716971.966900002, 2249075.0671000015)",Corporacion Escuela Empresarial De Educacion,Corporacion Escuela Empresarial De Educacion,928,Cobertura Contratada,No Oficial,CL 52    39 50,2172690/2172690/296 34 60,Activo,2024,4716971.9669,2249075.0671,Cobertura Contratada-Principal,305001022631,30500102263101,305001022631,-75.55878597,6.24795106,10160320003,10,La Candelaria,1016,Boston
637,"(4716838.3134, 2249397.1603000015)",Colegio Empresarial Educativo - Cemped,Colegio Empresarial Educativo - Cemped,927,Cobertura Contratada,No Oficial,CL 56 N° 41 87,2173444,Activo,2024,4716838.3134,2249397.1603,Cobertura Contratada-Principal,305001022666,30500102266601,305001022666,-75.56000764,6.25085715,10160510030,10,La Candelaria,1016,Boston
638,"(4716786.262000002, 2249366.6126000006)",Politecnico Mayor Agencia Cristiana De Servicio Y Educacion,Politecnico Mayor Agencia Cristiana De Servicio Y Educacion,928,No Oficial,No Oficial,CL 55 42 38,2393442,Activo,2024,4716786.262,2249366.6126,No Oficial-Principal,305001022682,30500102268201,305001022682,-75.56047657,6.25057868,10160510015,10,La Candelaria,1016,Boston
639,"(4715551.5729, 2253605.198900001)",Centro Educativo Pequeños Saltarines,Centro Educativo Pequeños Saltarines,920,No Oficial,No Oficial,CR 67 94 50,2371310,Activo,2024,4715551.5729,2253605.1989,No Oficial-Principal,305001023042,30500102304201,305001023042,-75.57181936,6.28884391,05110220015,05,Castilla,0511,Castilla
640,"(4717003.7869, 2247885.8795000017)",Centro Educativo Lazos,Centro Educativo Lazos,926,No Oficial,No Oficial,CR 33 A 41 61,217 32 57,Activo,2024,4717003.7869,2247885.8795,No Oficial-Principal,305001023662,30500102366201,305001023662,-75.55844628,6.23720127,09110150045,09,Buenos Aires,0911,Gerona
641,"(4712963.429100001, 2250933.3400999997)",Centro Infantil El Mago De Oz,Centro Infantil El Mago De Oz,923,No Oficial,No Oficial,CL 52 78 B 49,5061022,Activo,2024,4712963.4291,2250933.3401,No Oficial-Principal,305001023794,30500102379401,305001023794,-75.59508402,6.2645733,11140080020,11,Laureles Estadio,1114,Los Colores
642,"(4716140.6662, 2243785.303699998)",Centro Educativo Sol Naciente,Centro Educativo Sol Naciente,932,No Oficial,No Oficial, KR 34 1 SUR  82,3124997 - 3108918833,Activo,2024,4716140.6662,2243785.3037,No Oficial-Principal,305001023867,30500102386701,305001023867,-75.56606423,6.20009112,14160150055,14,El Poblado,1416,Alejandría
643,"(4710349.715500001, 2249245.8959)",Centro Educativo Hogar San Rafael,Centro Educativo Hogar San Rafael,931,No Oficial,No Oficial,CR 102 35AA 03,2530748,Activo,2024,4710349.7155,2249245.8959,No Oficial-Principal,305001023981,30500102398101,305001023981,-75.61862181,6.24920083,13110060008,13,San Javier,1311,Belencito
644,"(4715096.9715, 2253174.6641000006)",Centro Educativo Momo,Centro Educativo Momo,920,No Oficial,No Oficial,CL 92 B 69 77,2573227,Activo,2024,4715096.9715,2253174.6641,No Oficial-Principal,305001024125,30500102412501,305001024125,-75.57590762,6.28493136,05140230032,05,Castilla,0514,Alfonso López
645,"(4716062.765299999, 2253820.4958999977)",Centro Educativo Nacional,Centro Educativo Nacional,920,No Oficial,No Oficial,CR 64 96 A 04,4721922-3166228887,Activo,2024,4716062.7653,2253820.4959,No Oficial-Principal,305001024157,30500102415701,305001024157,-75.56721016,6.29081306,05100030002,05,Castilla,0510,Tricentenario
646,"(4719380.2016, 2253666.104500003)",Colegio Gente Unida Jovenes Por La Paz-Santo Domingo,Colegio Gente Unida Jovenes Por La Paz-Santo Domingo,914,Cobertura Contratada,No Oficial,CL 101 C  22 -99,5285471,Activo,2024,4719380.2016,2253666.1045,Cobertura Contratada-Principal,305001024164,30500102416401,305001024164,-75.53722897,6.28956371,01120330001,01,Popular,0112,Carpinelo
647,"(4714012.990500001, 2255675.5019000005)",Centro Educativo Hogar Jesus Redentor,Centro Educativo Hogar Jesus Redentor,921,Cobertura Contratada,No Oficial,CL 104 B 87 95,"4744470 
 4714266",Activo,2024,4714012.9905,2255675.5019,Cobertura Contratada-Principal,305001024236,30500102423601,305001024236,-75.58581342,6.30749199,06120140012,06,Doce de Octubre,0612,El Triunfo
648,"(4713130.1695, 2251342.428200001)",Jardin Infantil Casita De Ilusiones,Jardin Infantil Casita De Ilusiones,923,No Oficial,No Oficial,CARRERA 78 A # 54 - 09 y Calle 55 # 78 A - 10,2059467,Activo,2024,4713130.1695,2251342.4282,No Oficial-Principal,305001024386,30500102438601,305001024386,-75.59359585,6.26827912,11140300001,11,Laureles Estadio,1114,Los Colores
649,"(4716290.962800001, 2251526.3977000006)",Centro Educativo Paraisos De Color,Centro Educativo Paraisos De Color,917,No Oficial,No Oficial,CR 52 73 298, 310 831 93 60,Activo,2024,4716290.9628,2251526.3977,No Oficial-Principal,305001024393,30500102439301,305001024393,-75.56504674,6.27008289,04160010005,04,Aranjuez,Inst_10,Jardín Botánico
650,"(4712939.0407, 2252613.700099999)",Colegio Antares Inteligencias Multiples,Colegio Antares Inteligencias Multiples,923,No Oficial,No Oficial,CR 88A  68 135,6044442685 - 3108990635,Activo,2024,4712939.0407,2252613.7001,No Oficial-Principal,305001024419,30500102441901,305001024419,-75.59537954,6.27976351,07160030089,07,Robledo,0716,Palenque
651,"(4716445.767700001, 2248925.081700001)",Colegio Nuevo Cervantes Conocer,Colegio Nuevo Cervantes Conocer,928,No Oficial,No Oficial,CL 49 43 30,314 866 0063,Activo,2024,4716445.7677,2248925.0817,No Oficial-Principal,305001024544,30500102454401,305001024544,-75.56353337,6.24657192,10190260004,10,La Candelaria,1019,La Candelaria
652,"(4714828.4071, 2252337.4776000045)",Centro Educativo Jugando Y Aprendiendo,Centro Educativo Jugando Y Aprendiendo,922,No Oficial,No Oficial,CL 79 A 69 53,2982038,Activo,2024,4714828.4071,2252337.4776,No Oficial-Principal,305001024576,30500102457601,305001024576,-75.57829687,6.2773507,05190170011,05,Castilla,0519,El Progreso
653,"(4716477.933, 2249191.127899999)",Colegio Compusocial,Colegio Compusocial,928,Cobertura Contratada,No Oficial,CR 45    49 60,5121666-3439800-3435155,Activo,2024,4716477.933,2249191.1279,Cobertura Contratada-Principal,305001024609,30500102460901,305001024609,-75.56325448,6.24897859,10190470008,10,La Candelaria,1019,La Candelaria
654,"(4718556.4608, 2253033.0381000023)",Colegio De Desarrollo Social Para La Atencion Integral Al Joven Talita Cumi,Colegio De Desarrollo Social Para La Atencion Integral Al Joven Talita Cumi,916,Cobertura Contratada,No Oficial,CR 32 92 C 43,5137998-5137636-2630644,Activo,2024,4718556.4608,2253033.0381,Cobertura Contratada-Principal,305001024623,30500102462301,305001024623,-75.54464402,6.28380404,03010390023,03,Manrique,0301,La Salle
655,"(4714798.805900001, 2254640.562500002)",Centro Educativo Y Cultural Senderos Del Saber,Centro Educativo Y Cultural Senderos Del Saber,921,No Oficial,No Oficial,CL 100 76 D 45,4723589,Activo,2024,4714798.8059,2254640.5625,No Oficial-Principal,305001024723,30500102472301,305001024723,-75.57866696,6.2981707,06030380012,06,Doce de Octubre,0603,Doce de Octubre No.2
656,"(4714841.445600001, 2252633.1652000006)",Centro Educativo Chispitas Alegres,Centro Educativo Chispitas Alegres,922,No Oficial,No Oficial,CR 72 80 26,2578538,Activo,2024,4714841.4456,2252633.1652,No Oficial-Principal,305001024731,30500102473101,305001024731,-75.57819222,6.28002449,07090060006,07,Robledo,0709,Córdoba
657,"(4712116.164400001, 2247464.3638000004)",Centro Educativo Aprendiendo A Aprender,Centro Educativo Aprendiendo A Aprender,934,No Oficial,No Oficial,IND CR 81 A # 30 AA 66,3539801,Activo,2024,4712116.1644,2247464.3638,No Oficial-Principal,305001024740,30500102474001,305001024740,-75.60258368,6.23317421,16030210033,16,Belén,1603,Belén
658,"(4719042.2777, 2247369.943499999)",Centro Educativo Aprendiendo Juntos,Centro Educativo Aprendiendo Juntos,925,No Oficial,No Oficial,KR 12 49 A 04,2211914,Activo,2024,4719042.2777,2247369.9435,No Oficial-Principal,305001024847,30500102484701,305001024847,-75.54000705,6.23262589,09050010009,09,Buenos Aires,0905,Alejandro Echavarría
659,"(4713862.468, 2246259.0173000023)",Colegio Los Arcangeles,Colegio Los Arcangeles,933,No Oficial,No Oficial,CL 18 65 G 71,3160431,Activo,2024,4713862.468,2246259.0173,No Oficial-Principal,305001024863,30500102486301,305001024863,-75.58675399,6.22235486,15040350015,15,Guayabal,1504,Santa Fé
660,"(4713670.817800001, 2244982.698900001)",Preescolar Poldi,Preescolar Poldi,933,No Oficial,No Oficial,CL 2 65 B 20,2855572,Activo,2024,4713670.8178,2244982.6989,No Oficial-Principal,305001024928,30500102492801,305001024928,-75.58842891,6.21080772,15070060002,15,Guayabal,1507,Campo Amor
661,"(4714093.9537, 2248055.942300001)",Centro Educativo Nuestra Señora De Fatima,Centro Educativo Nuestra Señora De Fatima,934,No Oficial,No Oficial,CL 32 F 65 B 79,2650941,Activo,2024,4714093.9537,2248055.9423,No Oficial-Principal,305001024936,30500102493601,305001024936,-75.58474228,6.23861037,16010460022,16,Belén,1601,Fátima
662,"(4705774.9058, 2242187.9021000043)",Centro Educativo Clara Maria                                                                                ,Centro Educativo Clara Maria                                                                                ,937,No Oficial,No Oficial,KR 83 41 S 89,5875769,Activo,2024,4705774.9058,2242187.9021,No Oficial-Principal,305001025029,30500102502901,305001025029,-75.65963019,6.18518865,80004190137,80,San Antonio de Prado,AUC2,San Antonio de Prado
663,"(4707210.422300002, 2242518.0228000022)",Centro Educativo Semillas De Esperanza,Centro Educativo Semillas De Esperanza,937,No Oficial,No Oficial,CL 37 SUR 65 D 141,286 01 09,Activo,2024,4707210.4223,2242518.0228,No Oficial-Principal,305001025037,30500102503701,305001025037,-75.6466782,6.18823779,80004250019,80,San Antonio de Prado,AUC2,San Antonio de Prado
664,"(4706490.9143, 2242228.124500001)",Centro Educativo Pasitos Traviesos,Centro Educativo Pasitos Traviesos,937,No Oficial,No Oficial,CL 114 6 132,2860333,Activo,2024,4706490.9143,2242228.1245,No Oficial-Principal,305001025045,30500102504501,305001025045,-75.6531644,6.18558462,80001250005,80,San Antonio de Prado,AUC2,San Antonio de Prado
665,"(4711954.561900001, 2252731.4883000012)",Jardin Infantil Huellitas De Angeles,Jardin Infantil Huellitas De Angeles,923,No Oficial,No Oficial,CL 64 A 94 A 28,5836487,Activo,2024,4711954.5619,2252731.4883,No Oficial-Principal,305001025100,30500102510001,305001025100,-75.60427949,6.28078417,07180510007,07,Robledo,0718,Cucaracho
666,"(4716496.9324, 2253516.1668)",Centro Educativo Sol Y Luna,Centro Educativo Sol Y Luna,918,No Oficial,No Oficial,CR 53 95 64 y CR  53  95-96,2364559,Activo,2024,4716496.9324,2253516.1668,No Oficial-Principal,305001025118,30500102511801,305001025118,-75.56327384,6.28808097,04020280016,04,Aranjuez,0402,San Isidro
667,"(4711508.262000001, 2249584.3910000026)",Cent Precoz La Alegria Del Saber,Cent Precoz La Alegria Del Saber,930,No Oficial,No Oficial,CR 90 A 43 42,2531923,Activo,2024,4711508.262,2249584.391,No Oficial-Principal,305001025134,30500102513401,305001025134,-75.60817037,6.252313,12070120008,12,La América,1207,El Danubio
668,"(4717018.4718, 2252968.3697000016)",Centro Educativo Conduciendo La Niñez,Centro Educativo Conduciendo La Niñez,918,No Oficial,No Oficial,CR 50 A 91 24; KR 84 63-11; KR 45 84-52,5225095,Activo,2024,4717018.4718,2252968.3697,No Oficial-Principal,305001025142,30500102514201,305001025142,-75.55853735,6.28315157,04130440012,04,Aranjuez,0413,Aranjuez
669,"(4711441.533200002, 2247693.692)",Centro Educativo Mis Encantos,Centro Educativo Mis Encantos,934,No Oficial,No Oficial,CR 86 32 85,4385858,Activo,2024,4711441.5332,2247693.692,No Oficial-Principal,305001025151,30500102515101,305001025151,-75.60868857,6.2352173,16170210014,16,Belén,1617,Las Mercedes
670,"(4718776.292600001, 2249628.5944)",Colegio Basico Camino De Paz,Colegio Basico Camino De Paz,924,Cobertura Contratada,No Oficial,CL 59 C 19 56,2394136-2390768,Activo,2024,4718776.2926,2249628.5944,Cobertura Contratada-Principal,305001025185,30500102518501,305001025185,-75.54250863,6.25303452,08070920017,08,Villa Hermosa,0807,Los Mangos
671,"(4716858.3508, 2248720.260200003)",Union Profesional Para La Educacion Y El Trabajo Upet,Union Profesional Para La Educacion Y El Trabajo Upet,928,No Oficial,No Oficial, KR 39 49 24,2168701  2171796,Activo,2024,4716858.3508,2248720.2602,No Oficial-Principal,305001025193,30500102519301,305001025193,-75.55979685,6.24473833,10160020009,10,La Candelaria,1016,Boston
672,"(4718356.377300001, 2247680.557600001)",Centro Infantil Angelitos Del Saber,Centro Infantil Angelitos Del Saber,925,No Oficial,No Oficial,CR 17 C 46 A 16,2260011 / 3194778038,Activo,2024,4718356.3773,2247680.5576,No Oficial-Principal,305001025223,30500102522301,305001025223,-75.54621736,6.23540421,09040800004,09,Buenos Aires,0904,Los Cerros El Vergel
673,"(4712789.1387, 2250196.9682)",Centro Educativo Infantil Mi Tesoro,Centro Educativo Infantil Mi Tesoro,929,No Oficial,No Oficial,CL 47 D 78 A 25,3155204219,Activo,2024,4712789.1387,2250196.9682,No Oficial-Principal,305001025274,30500102527401,305001025274,-75.59662577,6.25790833,11120450015,11,Laureles Estadio,1112,El Velódromo
674,"(4713180.016000002, 2246347.3859)",Centro Educativo Santa Juana,Centro Educativo Santa Juana,935,No Oficial,No Oficial,CR 70B  #19-13,2562456,Activo,2024,4713180.016,2246347.3859,No Oficial-Principal,305001025312,30500102531201,305001025312,-75.59292316,6.22312351,16050170033,16,Belén,1605,San Bernardo
675,"(4713035.987, 2246558.100700002)",Centro Educativo  Abejitas Laboriosas,Centro Educativo  Abejitas Laboriosas,935,No Oficial,No Oficial,KR 72 22 47,3434157,Activo,2024,4713035.987,2246558.1007,No Oficial-Principal,305001025339,30500102533901,305001025339,-75.59423366,6.22502209,16050400021,16,Belén,1605,San Bernardo
676,"(4717191.448900001, 2242127.533)",Centro Educativo Los Delfines,Centro Educativo Los Delfines,932,No Oficial,No Oficial,CL 12 SUR 15 45,3170760,Activo,2024,4717191.4489,2242127.533,No Oficial-Principal,305001025363,30500102536301,305001025363,-75.55649955,6.18514942,90770010085,90,Santa Elena,9001,Las Palmas
677,"(4713271.693999999, 2248981.2777000032)",Jardin Infantil Los Laureles,Jardin Infantil Los Laureles,929,No Oficial,No Oficial,CR 73 40 12,413 58 15,Activo,2024,4713271.694,2248981.2777,No Oficial-Principal,305001025371,30500102537101,305001025371,-75.59221194,6.24693939,11070300009,11,Laureles Estadio,1107,Bolivariana
678,"(4717214.8042, 2253353.2654999997)",Centro Educativo Pandora,Centro Educativo Pandora,918,No Oficial,No Oficial,CR 49 A 94 75,2581037,Activo,2024,4717214.8042,2253353.2655,No Oficial-Principal,305001025436,30500102543601,305001025436,-75.55678044,6.28664,04010230028,04,Aranjuez,0401,Berlín
679,"(4717030.213400001, 2251780.6882000007)",Centro Integral Educativo Alegres Y Traviesos,Centro Integral Educativo Alegres Y Traviesos,917,No Oficial,No Oficial,CL 79 49 11,2120502,Activo,2024,4717030.2134,2251780.6882,No Oficial-Principal,305001025444,30500102544401,305001025444,-75.55837883,6.27241453,04140080046,04,Aranjuez,0414,Brasilia
680,"(4717991.904500001, 2247495.798200002)",Jardin Infantil Solecitos,Jardin Infantil Solecitos,926,No Oficial,No Oficial,CL 42 A 21 59,2217322,Activo,2024,4717991.9045,2247495.7982,No Oficial-Principal,305001025479,30500102547901,305001025479,-75.54950211,6.2337179,09090460022,09,Buenos Aires,0909,Cataluña
681,"(4718219.032000001, 2248561.1148000006)",Centro Educativo Caicedo,Centro Educativo Caicedo,924,No Oficial,No Oficial,CR 25 AB 54 24,2210125,Activo,2024,4718219.032,2248561.1148,No Oficial-Principal,305001025487,30500102548701,305001025487,-75.54749667,6.2433592,08100070001,08,Villa Hermosa,0810,El Pinal
682,"(4717810.911200001, 2247341.615100002)",Centro Educativo Chispitas Del Saber,Centro Educativo Chispitas Del Saber,926,No Oficial,No Oficial,CR 23 40 76,2696998,Activo,2024,4717810.9112,2247341.6151,No Oficial-Principal,305001025509,30500102550901,305001025509,-75.55113055,6.23231604,09090430018,09,Buenos Aires,0909,Cataluña
683,"(4716321.258800001, 2249501.2283000015)",Centro De Estudios Multitecnico,Centro De Estudios Multitecnico,928,Cobertura Contratada,No Oficial,CR 47 53 45,2935559,Activo,2024,4716321.2588,2249501.2283,Cobertura Contratada-Principal,305001025568,30500102556801,305001025568,-75.56468364,6.25177522,10190710010,10,La Candelaria,1019,La Candelaria
684,"(4716474.8887, 2249102.8528000005)",Institucion Educativa Juan Sebastian De Censa,Institucion Educativa Juan Sebastian De Censa,928,No Oficial,No Oficial, CL 51 43 83,4445556,Activo,2024,4716474.8887,2249102.8528,No Oficial-Principal,305001025576,30500102557601,305001025576,-75.5632781,6.24818038,10190460016,10,La Candelaria,1019,La Candelaria
685,"(4706802.217800001, 2241963.722199999)",Colegio Empresarial,Colegio Empresarial,937,Cobertura Contratada,No Oficial,CL 42 SUR 69 A 58,4444262 EXT 202 - 3767266,Activo,2024,4706802.2178,2241963.7222,Cobertura Contratada-Principal,305001025592,30500102559201,305001025592,-75.65034052,6.18320843,80000850115,80,San Antonio de Prado,AUC2,San Antonio de Prado
686,"(4716200.419900001, 2249365.162000004)",Cibercolegio Ucn,Cibercolegio Ucn,928,Cobertura Contratada,No Oficial,CL 52 47 42 edificio coltejer of 702,6051535,Activo,2024,4716200.4199,2249365.162,Cobertura Contratada-Principal,305001025606,30500102560601,305001025606,-75.56576937,6.25053975,10190500003,10,La Candelaria,1019,La Candelaria
687,"(4719167.3100000005, 2252568.1400000006)",Centro Educativo Nuevo Amanecer,Centro Educativo Nuevo Amanecer,916,Cobertura Contratada,No Oficial,CR 22B   87 48,528 63 66,Activo,2024,4719167.31,2252568.14,Cobertura Contratada-Principal,305001025622,30500102562201,305001025622,-75.5391044,6.27962778,03130010135,90,Santa Elena,9003,Piedras Blancas - Matasano
688,"(4717310.2815000005, 2247743.3915)",Centro Educativo Huellitas Creativas #1,Centro Educativo Huellitas Creativas #1,926,No Oficial,No Oficial,KR 30 41 45,2693871,Activo,2024,4717310.2815,2247743.3915,No Oficial-Principal,305001025631,30500102563101,305001025631,-75.55567103,6.23592651,09100090027,09,Buenos Aires,0910,La Milagrosa
689,"(4716692.901300001, 2249481.884700002)",Centro Educativo De Computo Empresarial Para El Trabajo - Cindecomputo,Centro Educativo De Computo Empresarial Para El Trabajo - Cindecomputo,927,Cobertura Contratada,No Oficial,CL 56 N° 43 55,4442695-2162695-2180198 ,Activo,2024,4716692.9013,2249481.8847,Cobertura Contratada-Principal,305001025657,30500102565701,305001025657,-75.56132512,6.25161672,10180140014,10,La Candelaria,1018,Villa Nueva
690,"(4713018.0671, 2250948.7854999974)",Preescolar Hermanos Grimm´S,Preescolar Hermanos Grimm´S,923,No Oficial,No Oficial,KR 78b 52 11,5019675,Activo,2024,4713018.0671,2250948.7855,No Oficial-Principal,305001025665,30500102566501,305001025665,-75.59459108,6.26471537,11140130001,11,Laureles Estadio,1114,Los Colores
691,"(4717374.130999999, 2249098.293100003)",Institucion Educativa Colombianitos,Institucion Educativa Colombianitos,924,No Oficial,No Oficial,CL 56 36 72,217 39 39,Activo,2024,4717374.131,2249098.2931,No Oficial-Principal,305001025673,30500102567301,305001025673,-75.55515358,6.24817871,10160580041,10,La Candelaria,1016,Boston
692,"(4716168.930200001, 2248476.4071000014)",Jardin Infantil Magico Universo,Jardin Infantil Magico Universo,928,No Oficial,No Oficial,CR 43 A 43 23,232 60 14,Activo,2024,4716168.9302,2248476.4071,No Oficial-Principal,305001025690,30500102569001,305001025690,-75.56601472,6.24250338,10140280002,10,La Candelaria,1014,Las Palmas
693,"(4716702.4826, 2248532.5018000007)",A.B.C. Centro Educativo ,A.B.C. Centro Educativo ,928,No Oficial,No Oficial,CR 39 47 03,305 444 03 61,Activo,2024,4716702.4826,2248532.5018,No Oficial-Principal,305001025746,30500102574601,305001025746,-75.5611968,6.243034,10150120001,10,La Candelaria,1015,Bomboná No.1
694,"(4713771.731900001, 2244394.4739000015)",Centro Educativo Pinceladas De Colores,Centro Educativo Pinceladas De Colores,933,No Oficial,No Oficial,CL 4 SUR 53 09,3618291,Activo,2024,4713771.7319,2244394.4739,No Oficial-Principal,305001025801,30500102580101,305001025801,-75.5874913,6.20549428,15090120002,15,Guayabal,1509,Cristo Rey
695,"(4716773.9992, 2249607.7192)",Colegio Centro Fraternal Cristiano,Colegio Centro Fraternal Cristiano,927,No Oficial,No Oficial,CR 45 57 44,3582749 - 3104740686,Activo,2024,4716773.9992,2249607.7192,No Oficial-Principal,305001025819,30500102581901,305001025819,-75.56059796,6.25275793,10180330009,10,La Candelaria,1018,Villa Nueva
696,"(4712570.042700001, 2247719.927600002)",Centro Educativo Pequeños Angeles,Centro Educativo Pequeños Angeles,934,No Oficial,No Oficial,CR 78 32 B 09,3414370,Activo,2024,4712570.0427,2247719.9276,No Oficial-Principal,305001025827,30500102582701,305001025827,-75.59849468,6.23550487,16190100021,16,Belén,1619,Miravalle
697,"(4716677.746, 2249382.3741000015)",Centro Educativo Para La Formacion En Competencias Compucec ,Centro Educativo Para La Formacion En Competencias Compucec ,928,No Oficial,No Oficial,CL 55 43 35,4442494 ext 104,Activo,2024,4716677.746,2249382.3741,No Oficial-Principal,305001025851,30500102585101,305001025851,-75.56145766,6.2507164,10180010018,10,La Candelaria,1018,Villa Nueva
698,"(4709411.5819999995, 2253575.1757999994)",Centro Educativo Integral Campestre Senderos De Paz,Centro Educativo Integral Campestre Senderos De Paz,936,No Oficial,No Oficial,CR 121   69 117,3504166805,Activo,2024,4709411.582,2253575.1758,No Oficial-Principal,305001025860,30500102586001,305001025860,-75.62729305,6.28829643,60090000043,60,San Cristóbal,6013,Pedregal Alto
699,"(4716881.633, 2245055.681399999)",Centro Educativo Hola Bebe,Centro Educativo Hola Bebe,932,No Oficial,No Oficial,CR 30 10 331,311 80 40,Activo,2024,4716881.633,2245055.6814,No Oficial-Principal,305001025878,30500102587801,305001025878,-75.55942595,6.21160871,14060020059,14,El Poblado,1406,Las Lomas No.1
700,"(4714090.136699999, 2254469.450500002)",Centro Educativo Mi Segundo Hogar,Centro Educativo Mi Segundo Hogar,921,No Oficial,No Oficial,CL 97 84 41,2436973,Activo,2024,4714090.1367,2254469.4505,No Oficial-Principal,305001025886,30500102588601,305001025886,-75.58506236,6.29659206,06080340096,06,Doce de Octubre,0608,Picacho
