OBJECTID,Shape,nombre_establecimiento,sede_educativa,nucleo,servicio,sector,direccion,telefono,estado,vigencia,x_origen_nacional,y_origen_nacional,clasificacion,codigo_dane,cons_sede,dane_sede,longitud,latitud,cbml,codigo_comuna,nombre_comuna,codigo_barrio,nombre_barrio 
182,"(4718061.857100001, 2251716.719300002)",Institucion Educativa San Lorenzo De Aburra,Institucion Educativa San Lorenzo De Aburra,916,Oficial,Oficial,CR 39 # 80- 33,2331978 / 3044188033,Activo,2024,4718061.8571,2251716.7193,Oficial-Principal,105001009652,10500100965201,105001009652,-75.54905503,6.27188165,03040060034,03,Manrique,0304,Santa Inés
183,"(4718010.1011, 2251832.594200002)",Institucion Educativa San Lorenzo De Aburra,Seccion Escuela San Lorenzo De Aburra,916,Oficial,Oficial,CL 81    40-46,2118231,Activo,2024,4718010.1011,2251832.5942,Oficial-Sede,105001010995,10500100965202,105001009652,-75.54952775,6.27292698,03040250022,03,Manrique,0304,Santa Inés
184,"(4716724.7823, 2252174.1688)",Institucion Educativa San Juan Bosco,Institucion Educativa San Juan Bosco,917,Oficial,Oficial,CL 82 50 C 10,3004124853,Activo,2024,4716724.7823,2252174.1688,Oficial-Principal,105001009695,10500100969501,105001009695,-75.5611558,6.2759584,04150210001,04,Aranjuez,0415,Miranda
185,"(4718320.3576, 2248267.8869000003)",Institucion Educativa Felix Henao Botero,Institucion Educativa Felix Henao Botero,924,Oficial,Oficial,CL 52 NRO 23 51,2260203 - 2699624,Activo,2024,4718320.3576,2248267.8869,Oficial-Principal,105001009709,10500100970901,105001009709,-75.54656842,6.2407126,08100010034,08,Villa Hermosa,0810,El Pinal
186,"(4718295.9259, 2248327.4590000026)",Institucion Educativa Felix Henao Botero,Seccion Escuela Republica Del Peru,924,Oficial,Oficial,CL 52    23-114,2260203 - 2699624,Activo,2024,4718295.9259,2248327.459,Oficial-Sede,105001000299,10500100970903,105001009709,-75.54679175,6.24125012,08100080013,08,Villa Hermosa,0810,El Pinal
187,"(4718850.706300002, 2247804.7084000017)",Institucion Educativa Felix Henao Botero,Seccion Escuela Miguel De Aguinaga,924,Oficial,Oficial,CL 52 16 71,2260203 - 2699624,Activo,2024,4718850.7063,2247804.7084,Oficial-Sede,105001002950,10500100970904,105001009709,-75.54175674,6.23654821,08130120015,08,Villa Hermosa,0813,Villatina
188,"(4717607.994, 2251724.4724000003)",Institucion Educativa Hernan Toro Agudelo,Institucion Educativa Hernan Toro Agudelo,916,Oficial,Oficial,CR 45 72 80,2136830,Activo,2024,4717607.994,2251724.4724,Oficial-Principal,105001009865,10500100986501,105001009865,-75.55315607,6.27193177,03030120021,03,Manrique,0303,Campo Valdés No.2
189,"(4717578.046900001, 2251673.0133999996)",Institucion Educativa Hernan Toro Agudelo,Seccion Escuela Victor Gomez Restrepo,916,Oficial,Oficial,CR 44    78-67,2118250,Activo,2024,4717578.0469,2251673.0134,Oficial-Sede,105001002721,10500100986502,105001009865,-75.55342438,6.27146522,03030100045,03,Manrique,0303,Campo Valdés No.2
190,"(4717530.929700002, 2251703.0207)",Institucion Educativa Hernan Toro Agudelo,Seccion Escuela Nuestra Señora De Las Nieves,916,Oficial,Oficial,CL 79 44 21,2136830,Activo,2024,4717530.9297,2251703.0207,Oficial-Sede,105001005428,10500100986503,105001009865,-75.55385141,6.27173444,03030100039,03,Manrique,0303,Campo Valdés No.2
191,"(4715542.5929000005, 2255000.902899999)",Institucion Educativa Maestro Fernando Botero,Institucion Educativa Maestro Fernando Botero,921,Oficial,Oficial,CL 104 72 A 80,237 12 35,Activo,2024,4715542.5929,2255000.9029,Oficial-Principal,105001010111,10500101011101,105001010111,-75.57196261,6.3014616,06040730002,06,Doce de Octubre,0604,Pedregal
192,"(4715544.9445, 2255003.9666000027)",Institucion Educativa Maestro Fernando Botero,Seccion Escuela El Pedregal,921,Oficial,Oficial,CL 104 E 74 109,4761516,Activo,2024,4715544.9445,2255003.9666,Oficial-Sede,105001019232,10500101011102,105001010111,-75.5719415,6.3014894,06040760011,06,Doce de Octubre,0604,Pedregal
193,"(4713868.6399, 2246130.422600001)",Institucion Educativa Santos Angeles Custodios,Institucion Educativa Santos Angeles Custodios,933,Oficial,Oficial,CL 16 A 65 G 4,408 28 22 - 300 420 14 28,Activo,2024,4713868.6399,2246130.4226,Oficial-Principal,105001010367,10500101036701,105001010367,-75.58669254,6.22119256,15040120001,15,Guayabal,1504,Santa Fé
194,"(4713911.567, 2246129.2117000017)",Institucion Educativa Santos Angeles Custodios,Seccion Escuela Juan Pablo Ii,933,Oficial,Oficial,CR 65G    16A-12,2356452,Activo,2024,4713911.567,2246129.2117,Oficial-Sede,105001007722,10500101036702,105001010367,-75.58630469,6.22118351,15040130004,15,Guayabal,1504,Santa Fé
195,"(4714965.761600001, 2254088.2238000017)",Institucion Educativa La Esperanza,Institucion Educativa La Esperanza,921,Oficial,Oficial,CR 73 B 96 09 ,2375615 ext 101-102-103,Activo,2024,4714965.7616,2254088.2238,Oficial-Principal,105001010448,10500101044801,105001010448,-75.57713382,6.29318467,06050290016,06,Doce de Octubre,0605,La Esperanza
196,"(4714945.456, 2254187.431)",Institucion Educativa La Esperanza,Seccion Escuela Republica De Cuba,921,Oficial,Oficial,CL 97 74 03,2374541,Activo,2024,4714945.456,2254187.431,Oficial-Sede,105001001058,10500101044802,105001010448,-75.57732171,6.29408066,06050290019,06,Doce de Octubre,0605,La Esperanza
197,"(4714711.6367, 2253724.644099999)",Institucion Educativa La Esperanza,Seccion Escuela San Francisco De Paula,921,Oficial,Oficial,CR 74 B 93 58,2370213,Activo,2024,4714711.6367,2253724.6441,Oficial-Sede,105001007838,10500101044803,105001010448,-75.57941369,6.28988635,06050080001,06,Doce de Octubre,0605,La Esperanza
198,"(4715019.225800001, 2254091.4475999996)",Institucion Educativa La Esperanza,Seccion Escuela Los Comuneros,921,Oficial,Oficial,CR 73 B 96 77,2379548,Activo,2024,4715019.2258,2254091.4476,Oficial-Sede,105001011975,10500101044804,105001010448,-75.5766509,6.2932162,06050290012,06,Doce de Octubre,0605,La Esperanza
199,"(4714809.913300001, 2254382.098500002)",Institucion Educativa La Esperanza,Seccion Escuela San Martin De Porres,921,Oficial,Oficial,CR 75 A 97 135,2378059,Activo,2024,4714809.9133,2254382.0985,Oficial-Sede,105001000213,10500101044805,105001010448,-75.57855506,6.29583453,06060290019,06,Doce de Octubre,0606,San Martín de Porres
200,"(4718264.102100002, 2252723.093000002)",Institucion Educativa Fe Y Alegria La Cima,Institucion Educativa Fe Y Alegria La Cima,916,Oficial,Oficial,CR 36 C 86 B B 15,3234943773,Activo,2024,4718264.1021,2252723.093,Oficial-Principal,105001010588,10500101058801,105001010588,-75.54727195,6.28098901,03021160009,03,Manrique,0302,Las Granjas
201,"(4718208.825400001, 2252761.7479)",Institucion Educativa Fe Y Alegria La Cima,Seccion Escuela Fe Y Alegria No. 3,916,Oficial,Oficial,CL 89     38-61,3004145005,Activo,2024,4718208.8254,2252761.7479,Oficial-Sede,105001005860,10500101058802,105001010588,-75.54777309,6.28133605,03021160009,03,Manrique,0302,Las Granjas
202,"(4718609.035700001, 2252972.4696000014)",Institucion Educativa Fe Y Alegria La Cima,Seccion Escuela La Cima San Jose,916,Oficial,Oficial,CL 92C    31BB-23,3004162432,Activo,2024,4718609.0357,2252972.4696,Oficial-Sede,105001000078,10500101058803,105001010588,-75.54416633,6.28325876,03010430023,03,Manrique,0301,La Salle
203,"(4716342.482, 2247909.6603000015)",Institucion Educativa Ana De Castrillon,Institucion Educativa Ana De Castrillon,928,Oficial,Oficial,CR 38 C 39 B 86,2178032,Activo,2024,4716342.482,2247909.6603,Oficial-Principal,105001010855,10500101085501,105001010855,-75.56442184,6.23738721,10200270194,10,La Candelaria,1014,Las Palmas
204,"(4716577.549400001, 2248052.918800002)",Institucion Educativa Ana De Castrillon,Seccion Escuela Divino Salvador,928,Oficial,Oficial,CR 38B    40-29,2169941,Activo,2024,4716577.5494,2248052.9188,Oficial-Sede,105001000710,10500101085502,105001010855,-75.56230444,6.23869271,09120560040,09,Buenos Aires,0912,El Salvador
205,"(4712914.966, 2252541.2774)",Institucion Educativa Tomas Carrasquilla,Institucion Educativa Tomas Carrasquilla,923,Oficial,Oficial,CR 88 68 109,2641122,Activo,2024,4712914.966,2252541.2774,Oficial-Principal,105001011011,10500101101101,105001011011,-75.59559381,6.2791077,07160030071,07,Robledo,0716,Palenque
206,"(4716620.6762, 2256040.989600001)",Institucion Educativa Jose Asuncion Silva,Institucion Educativa Jose Asuncion Silva,919,Oficial,Oficial,CL 118 64 CC 68,3113566027,Activo,2024,4716620.6762,2256040.9896,Oficial-Principal,105001011061,10500101106101,105001011061,-75.56226779,6.31091271,05020420001,05,Castilla,0502,Las Brisas
207,"(4718314.305700001, 2247479.2804000024)",Institucion Educativa Merceditas Gomez Martinez,Institucion Educativa Merceditas Gomez Martinez,926,Oficial,Oficial,CL 45 18 03,2692880 -3004188182,Activo,2024,4718314.3057,2247479.2804,Oficial-Principal,105001011070,10500101107001,105001011070,-75.54658867,6.23358265,09030890024,09,Buenos Aires,0903,Bomboná No.2
208,"(4718709.455500001, 2246605.0558)",Institucion Educativa Merceditas Gomez Martinez,Seccion Escuela Nuestra Señora Del Rosario,926,Oficial,Oficial,CL 43E    9D-51,2692880 -3004188182,Activo,2024,4718709.4555,2246605.0558,Oficial-Sede,105001015202,10500101107002,105001011070,-75.54298063,6.22569612,09030110004,09,Buenos Aires,0903,Bomboná No.2
209,"(4717044.166800002, 2247766.2843000013)",Institucion Educativa Merceditas Gomez Martinez,Seccion Escuela Juan Manuel Gonzalez Arbelaez,926,Oficial,Oficial,CL 40A    32-80,2692880 -3004188182,Activo,2024,4717044.1668,2247766.2843,Oficial-Sede,105001000957,10500101107003,105001011070,-75.55807623,6.23612181,09110120006,09,Buenos Aires,0911,Gerona
210,"(4718195.823, 2246749.755200004)",Institucion Educativa Merceditas Gomez Martinez,Seccion Escuela Eterna Primavera,926,Oficial,Oficial,CL 34 19 05,2692880 -3004188182,Activo,2024,4718195.823,2246749.7552,Oficial-Sede,105001026026,10500101107004,105001011070,-75.54762727,6.22698194,09031090001,09,Buenos Aires,0909,Cataluña
211,"(4715124.186600001, 2255836.0891999993)",Institucion Educativa Ciudadela Las Americas,Institucion Educativa Ciudadela Las Americas,921,Oficial,Oficial,CL 111 79 77,2730061/2730161/2738598,Activo,2024,4715124.1866,2255836.0892,Oficial-Principal,105001011088,10500101108801,105001011088,-75.57578038,6.30899355,06010470005,06,Doce de Octubre,0601,Santander
212,"(4715014.995800002, 2255203.1640000027)",Institucion Educativa Doce De Octubre,Institucion Educativa Doce De Octubre,921,Oficial,Oficial,CR 77 B 103 05,"4715975-4777998
4718894-4381467",Activo,2024,4715014.9958,2255203.164,Oficial-Principal,105001011363,10500101136301,105001011363,-75.57673871,6.30326663,06010010005,06,Doce de Octubre,0601,Santander
213,"(4714559.9267, 2255092.552199999)",Institucion Educativa Doce De Octubre,Seccion Escuela Liceo Leon De Greiff,921,Oficial,Oficial,CL 101 CC 82 E 72,4717026--2671544,Activo,2024,4714559.9267,2255092.5522,Oficial-Sede,105001009962,10500101136302,105001011363,-75.58084551,6.30224629,06031090003,06,Doce de Octubre,0603,Doce de Octubre No.2
214,"(4713446.6166, 2254286.5781000014)",Institucion Educativa Fe Y Alegria Aures,Institucion Educativa Fe Y Alegria Aures,922,Oficial,Oficial,CR 95 89 73,2575489,Activo,2024,4713446.6166,2254286.5781,Oficial-Principal,105001011461,10500101146101,105001011461,-75.59086853,6.29490996,07129990014,07,Robledo,0712,Aures No.2
215,"(4711375.7953, 2247592.5331999995)",Institucion Educativa Horacio Muñoz Suescun,Institucion Educativa Horacio Muñoz Suescun,934,Oficial,Oficial,CL 32 86 35,2381265,Activo,2024,4711375.7953,2247592.5332,Oficial-Principal,105001011606,10500101160601,105001011606,-75.60927793,6.23429984,16170030011,16,Belén,1617,Las Mercedes
216,"(4710065.815100001, 2247795.808)",Institucion Educativa Horacio Muñoz Suescun,Seccion Escuela San Pablo,934,Oficial,Oficial,CR 102 Nº 31 B 28,2564182,Activo,2024,4710065.8151,2247795.808,Oficial-Sede,205001002741,10500101160602,105001011606,-75.62112141,6.23607877,16160510005,16,Belén,1616,Las Violetas
217,"(4717813.7734, 2248032.6135000046)",Institucion Educativa Asamblea Departamental,Institucion Educativa Asamblea Departamental,925,Oficial,Oficial,CR 27 47 45,2699679,Activo,2024,4717813.7734,2248032.6135,Oficial-Principal,105001011631,10500101163101,105001011631,-75.5511349,6.23856337,09080380047,09,Buenos Aires,0908,Miraflores
218,"(4718790.561000001, 2247598.2418000028)",Institucion Educativa Asamblea Departamental,Seccion Escuela Alejandro Echavarria,925,Oficial,Oficial,CR 30  50 07,2694523,Activo,2024,4718790.561,2247598.2418,Oficial-Sede,105001000302,10500101163102,105001011631,-75.54229113,6.23467894,09050110001,09,Buenos Aires,0905,Alejandro Echavarría
219,"(4717658.513100001, 2248379.1001999974)",Institucion Educativa Asamblea Departamental,Seccion Liceo Leon De Greiff,925,Oficial,Oficial,CR 30 50 16,2697182,Activo,2024,4717658.5131,2248379.1002,Oficial-Sede,105001002810,10500101163103,105001011631,-75.55255277,6.2416891,09060160001,09,Buenos Aires,0906,Barrio Caicedo
220,"(4718029.7171, 2254675.8121000007)",Institucion Educativa Federico Carrasquilla,Institucion Educativa Federico Carrasquilla,914,Oficial,Oficial,CR 45 108 110,3004187106,Activo,2024,4718029.7171,2254675.8121,Oficial-Principal,105001011690,10500101169001,105001011690,-75.54947575,6.29863289,01030240083,01,Popular,0103,Popular
221,"(4718053.519100001, 2254524.6077000014)",Institucion Educativa Federico Carrasquilla,Seccion Escuela Divina Providencia,914,Oficial,Oficial,CLL  108  43b 17,2584850,Activo,2024,4718053.5191,2254524.6077,Oficial-Sede,105001008176,10500101169002,105001011690,-75.54925401,6.29726693,01030100093,01,Popular,0103,Popular
222,"(4713156.850599999, 2253203.4326000046)",Institucion Educativa Villa De La Candelaria,Institucion Educativa Villa De La Candelaria,923,Oficial,Oficial,CL 77 A 90 D 35,2642310 -300 727 18 79,Activo,2024,4713156.8506,2253203.4326,Oficial-Principal,105001011711,10500101171101,105001011711,-75.59343806,6.28510476,07130400001,07,Robledo,0713,Aures No.1
223,"(4710685.290300001, 2248872.4060000014)",Institucion Educativa America,Institucion Educativa America,930,Oficial,Oficial,CL 34 EE 91 20,4922122-4961277-4922111,Activo,2024,4710685.2903,2248872.406,Oficial-Principal,105001011886,10500101188601,105001011886,-75.61557337,6.24583944,12090070001,12,La América,1209,Santa Mónica
224,"(4712914.6626, 2252581.4027999993)",Escuela Universidad Nacional,Escuela Universidad Nacional,923,Regimen Especial,Oficial,"
CL 65 74 149
",430 90 00 Ext. 49734 - 3162339903,Activo,2024,4712914.6626,2252581.4028,Regimen Especial-Principal,105001012076,10500101207601,105001012076,-75.59559835,6.27947044,07169990019,07,Robledo,0716,Palenque
225,"(4715088.904700001, 2255548.1067999993)",Institucion Educativa Barrio Santander,Institucion Educativa Barrio Santander,921,Oficial,Oficial,CR 78 C 104 F 78,4720572-4719980,Activo,2024,4715088.9047,2255548.1068,Oficial-Principal,105001012092,10500101209201,105001012092,-75.57608631,6.30638843,06010210010,06,Doce de Octubre,0601,Santander
226,"(4712711.526600001, 2247673.441400001)",Institucion Educativa Juan Maria Cespedes,Institucion Educativa Juan Maria Cespedes,934,Oficial,Oficial,CL 32 B 76 A 48,3414468-3224192,Activo,2024,4712711.5266,2247673.4414,Oficial-Principal,105001012106,10500101210601,105001012106,-75.59721443,6.23509091,16200060001,16,Belén,1620,El Nogal-Los Almendros
227,"(4712846.524200001, 2245871.592000002)",Institucion Educativa Juan Maria Cespedes,Seccion Escuela Las Playas,934,Oficial,Oficial,CL 10 76 20 ,2565476,Activo,2024,4712846.5242,2245871.592,Oficial-Sede,105001800163,10500101210602,105001012106,-75.59591479,6.21880727,16060110002,16,Belén,1606,Las Playas
228,"(4717962.592, 2253369.2732999995)",Institucion Educativa Guadalupe,Institucion Educativa Guadalupe,914,Oficial,Oficial,CR 42 B 95 A 23,5211282 -3146318147,Activo,2024,4717962.592,2253369.2733,Oficial-Principal,105001012165,10500101216501,105001012165,-75.55002463,6.28681774,01060110045,01,Popular,0106,Villa Guadalupe
229,"(4717918.887, 2253321.0578000005)",Institucion Educativa Guadalupe,Seccion Escuela Agripina Montes Del Valle,914,Oficial,Oficial,CL 95 A 92 B 44,5211282 -3146318147,Activo,2024,4717918.887,2253321.0578,Oficial-Sede,105001005461,10500101216502,105001012165,-75.5504174,6.2863799,01060110057,01,Popular,0106,Villa Guadalupe
230,"(4717957.2673, 2253652.5326000024)",Institucion Educativa Guadalupe,Seccion Escuela Graciela Jimenez De Bustamante,914,Oficial,Oficial,CR 44 98 B 24,5211282 -3146318147,Activo,2024,4717957.2673,2253652.5326,Oficial-Sede,105001000230,10500101216503,105001012165,-75.55008523,6.2893784,01050110092,01,Popular,0105,Moscú No.2
231,"(4719143.863900001, 2253053.0361)",Institucion Educativa Reino De Belgica,Institucion Educativa Reino De Belgica,916,Oficial,Oficial,CL 94 24 C 39,5722332 -  300 4159624,Activo,2024,4719143.8639,2253053.0361,Oficial-Principal,105001012581,10500101258101,105001012581,-75.5393375,6.28401065,03130140019,03,Manrique,0313,María Cano-Carambolas
232,"(4717405.0453, 2249277.1144000012)",Institucion Educativa Alfonso Lopez Pumarejo,Institucion Educativa Alfonso Lopez Pumarejo,924,Oficial,Oficial,CL 58 36 B 40,3200510,Activo,2024,4717405.0453,2249277.1144,Oficial-Principal,105001012696,10500101269601,105001012696,-75.55488213,6.24979676,10170150001,10,La Candelaria,1017,Los Ángeles
233,"(4718046.685300002, 2249266.1645)",Institucion Educativa Alfonso Lopez Pumarejo,Seccion Escuela Julia Agudelo,924,Oficial,Oficial,CL 58 28 58,2841315,Activo,2024,4718046.6853,2249266.1645,Oficial-Sede,105001002429,10500101269602,105001012696,-75.54908461,6.24972591,08080310002,08,Villa Hermosa,0808,Enciso
234,"(4717983.9534, 2249209.7530000005)",Institucion Educativa Alfonso Lopez Pumarejo,Seccion Escuela Santiago Santamaria,924,Oficial,Oficial,CL 58  29 31,2841231,Activo,2024,4717983.9534,2249209.753,Oficial-Sede,105001008222,10500101269603,105001012696,-75.54964891,6.24921315,08080260005,08,Villa Hermosa,0808,Enciso
235,"(4718301.7467, 2253523.164999999)",Institucion Educativa San Pablo,Institucion Educativa San Pablo,914,Oficial,Oficial,CL 98 B 37 38,5213098-5213099,Activo,2024,4718301.7467,2253523.165,Oficial-Principal,105001012700,10500101270001,105001012700,-75.54696702,6.288224,01050160005,01,Popular,0105,Moscú No.2
236,"(4718359.5715, 2253358.6426000036)",Institucion Educativa San Pablo,Seccion Escuela Medellin,914,Oficial,Oficial,CL 96    36-45,2363305,Activo,2024,4718359.5715,2253358.6426,Oficial-Sede,105001006912,10500101270002,105001012700,-75.54643731,6.28673912,01070110025,01,Popular,0107,San Pablo
237,"(4718362.1431, 2253658.416100001)",Institucion Educativa Pedro Luis Villa,Seccion Escuela Marco Fidel Suarez,914,Oficial,Oficial,CL 99    37-18,2586525,Activo,2024,4718362.1431,2253658.4161,Oficial-Sede,105001010090,10500101270003,105001012700,-75.54642727,6.28944944,01050440001,01,Popular,0105,Moscú No.2
238,"(4714128.6863, 2254859.124800002)",Institucion Educativa El Picachito,Institucion Educativa El Picachito,921,Oficial,Oficial,CR 85 A 98 B 17,4761277/4722556,Activo,2024,4714128.6863,2254859.1248,Oficial-Principal,105001013013,10500101301301,105001013013,-75.58473149,6.30011667,06090200021,06,Doce de Octubre,0609,Picachito
239,"(4715986.1188, 2256088.9375)",Institucion Educativa Maestro Pedro Nel Gomez,Institucion Educativa Maestro Pedro Nel Gomez,919,Oficial,Oficial,CL 118 70 42,4620035,Activo,2024,4715986.1188,2256088.9375,Oficial-Principal,105001013072,10500101307201,105001013072,-75.56800358,6.31131794,05030510001,05,Castilla,0503,Florencia
240,"(4715984.092700001, 2256060.6659999993)",Institucion Educativa Maestro Pedro Nel Gomez,Seccion Escuela Diego Maria Gomez,919,Oficial,Oficial,CR 74    115-16,2730379,Activo,2024,4715984.0927,2256060.666,Oficial-Sede,105001005371,10500101307202,105001013072,-75.56802062,6.31106226,05030280003,05,Castilla,0503,Florencia
241,"(4717263.4825, 2254984.3314000014)",Institucion Educativa Santa Teresa,Institucion Educativa Santa Teresa,915,Oficial,Oficial,CR 52 109 A 18,3052454556/3004192620,Activo,2024,4717263.4825,2254984.3314,Oficial-Principal,105001013145,10500101314501,105001013145,-75.55641275,6.30138826,02050260006,02,Santa Cruz,0205,La Francia
242,"(4714923.7119, 2244503.216900004)",Institucion Educativa Inem Jose Felix De Restrepo,Institucion Educativa Inem Jose Felix De Restrepo,932,Oficial,Oficial,CR 48 1 25,2663443/2664600/2663483/300 4541387,Activo,2024,4714923.7119,2244503.2169,Oficial-Principal,105001013340,10500101334001,105001013340,-75.5770894,6.20652816,14210300002,14,El Poblado,1421,Patio Bonito
243,"(4714923.7119, 2244503.216500003)",Institucion Educativa Inem Jose Felix De Restrepo,Seccion Escuela Guillermo Echavarria Misas,932,Oficial,Oficial,CR 43B   9 61,3112578,Activo,2024,4714923.7119,2244503.2165,Oficial-Sede,105001000272,10500101334002,105001013340,-75.5770894,6.20652816,14200150023,14,El Poblado,1421,Patio Bonito
244,"(4715829.6044, 2255538.614000002)",Institucion Educativa Felix De Bedout Moreno,Institucion Educativa Felix De Bedout Moreno,919,Oficial,Oficial,CL 108 70 39,4631980,Activo,2024,4715829.6044,2255538.614,Oficial-Principal,105001013439,10500101343901,105001013439,-75.56939327,6.30633566,05040080002,05,Castilla,0504,Tejelo
245,"(4709370.8211, 2252078.7237000037)",Institucion Educativa Jose Horacio Betancur,Institucion Educativa Jose Horacio Betancur,936,Oficial,Oficial,CR 121 57 57,4271454,Activo,2024,4709370.8211,2252078.7237,Oficial-Principal,105001013447,10500101344701,105001013447,-75.62759343,6.27476624,60840470014,60,San Cristóbal,6014,La Loma
246,"(4709153.726300001, 2251577.4343000036)",Institucion Educativa Loma Hermosa,Institucion Educativa Loma Hermosa,936,Oficial,Oficial,KR 124 53B 6 -DIRECCIÓN SECUNDARIA KR 124 53B 10 Y CL 48CC 120E 66,4274977,Activo,2024,4709153.7263,2251577.4343,Oficial-Principal,105001013633,10500101363301,105001013633,-75.62953207,6.27022461,60840230001,60,San Cristóbal,6014,La Loma
247,"(4709466.906000001, 2251035.0359000005)",Institucion Educativa Loma Hermosa,Seccion Escuela San Vicente Ferrer,936,Oficial,Oficial,CL 48 CC N 120 E 66,2530223,Activo,2024,4709466.906,2251035.0359,Oficial-Sede,105001013455,10500101363302,105001013633,-75.6266781,6.26533537,60840020025,60,San Cristóbal,6014,La Loma
248,"(4714604.3769, 2253065.2994000036)",Institucion Educativa Luis Lopez De Mesa,Institucion Educativa Luis Lopez De Mesa,922,Oficial,Oficial,CL 84 74 60,2572361,Activo,2024,4714604.3769,2253065.2994,Oficial-Principal,105001014397,10500101439701,105001014397,-75.5803534,6.28392068,07100260002,07,Robledo,0710,López de  Mesa
249,"(4713323.0452000005, 2253005.2119000014)",Institucion Educativa Jesus Rey,Institucion Educativa Jesus Rey,922,Oficial,Oficial,CR 88 77 A 11,4218309/4219747,Activo,2024,4713323.0452,2253005.2119,Oficial-Principal,105001014851,10500101485101,105001014851,-75.59192761,6.28332019,07130670003,07,Robledo,0713,Aures No.1
250,"(4718212.1263000015, 2254041.0570000038)",Institucion Educativa Fe Y Alegria Granizal,Institucion Educativa Fe Y Alegria Granizal,914,Oficial,Oficial,CR 39 A 104 23,528 89 68 – 387 67 00,Activo,2024,4718212.1263,2254041.057,Oficial-Principal,105001015091,10500101509101,105001015091,-75.54779959,6.29290223,01040320012,01,Popular,0104,Granizal
251,"(4718240.0946, 2254042.7875999995)",Institucion Educativa Fe Y Alegria Granizal,Seccion Escuela Fe Y Alegria Granizal,914,Oficial,Oficial,CR 39A    104-40,528 89 68 – 387 67 00,Activo,2024,4718240.0946,2254042.7876,Oficial-Sede,105001016489,10500101509102,105001015091,-75.54754696,6.29291911,01040320042,01,Popular,0104,Granizal
252,"(4711731.9609, 2252437.0143)",Institucion Educativa Camilo Mora Carrasquilla,Institucion Educativa Camilo Mora Carrasquilla,923,Oficial,Oficial,CL 62 D 94 B 74,4384765,Activo,2024,4711731.9609,2252437.0143,Oficial-Principal,105001015148,10500101514801,105001015148,-75.60627741,6.27811198,07190090003,07,Robledo,0719,Fuente Clara
253,"(4709195.1497, 2250299.0604)",Institucion Educativa Eduardo Santos,Institucion Educativa Eduardo Santos,931,Oficial,Oficial,CL 43 120 C 77,4484845,Activo,2024,4709195.1497,2250299.0604,Oficial-Principal,105001015172,10500101517201,105001015172,-75.62909996,6.25866965,13170120001,13,San Javier,1317,Eduardo Santos
254,"(4709391.5986, 2249842.5195000023)",Institucion Educativa Eduardo Santos,Seccion Escuela Pedro J Gomez,931,Oficial,Oficial,CR 118    39DA-95,2536425,Activo,2024,4709391.5986,2249842.5195,Oficial-Sede,105001006530,10500101517202,105001015172,-75.62730455,6.25455128,13160200075,13,San Javier,1316,El Salado
255,"(4718936.3264, 2248156.514300002)",Institucion Educativa La Libertad,Institucion Educativa La Libertad,924,Oficial,Oficial,DG 17 DD 56 B 49,"226 79 49 - 3117464732
",Activo,2024,4718936.3264,2248156.5143,Oficial-Principal,105001015211,10500101521101,105001015211,-75.54099853,6.23973259,08120110007,08,Villa Hermosa,0812,La Libertad
256,"(4710799.5256, 2252287.4946000036)",Institucion Educativa Vallejuelos,Institucion Educativa Vallejuelos,923,Oficial,Oficial,CR 104 C 62 20,4262975/4265964,Activo,2024,4710799.5256,2252287.4946,Oficial-Principal,105001015831,10500101583101,105001015831,-75.61469501,6.27671824,07200560005,07,Robledo,0720,Santa Margarita
257,"(4716354.182300001, 2253956.326100001)",Institucion Educativa Tricentenario,Institucion Educativa Tricentenario,920,Oficial,Oficial,CR 63 A 94 A 629,4713883 - 304164151,Activo,2024,4716354.1823,2253956.3261,Oficial-Principal,105001016420,10500101642001,105001016420,-75.56458314,6.292054,05100020050,05,Castilla,0510,Tricentenario
258,"(4716175.0265, 2253656.7338000033)",Institucion Educativa Tricentenario,Seccion Escuela Tricentenario,920,Oficial,Oficial,CR 63A    94A-23,2671734,Activo,2024,4716175.0265,2253656.7338,Oficial-Sede,105001011428,10500101642002,105001016420,-75.56618858,6.28933752,05100020029,05,Castilla,0510,Tricentenario
259,"(4713490.841, 2253867.4580000024)",Institucion Educativa Fe Y Alegria San Jose,Institucion Educativa Fe Y Alegria San Jose,922,Oficial,Oficial,CL 86 92 60,3004176120 - 4242690,Activo,2024,4713490.841,2253867.458,Oficial-Principal,105001017132,10500101713201,105001017132,-75.59045018,6.29112287,07120840001,07,Robledo,0712,Aures No.2
260,"(4716956.792800002, 2252548.1939000003)",Institucion Educativa Francisco Luis Hernandez Betancur,Institucion Educativa Francisco Luis Hernandez Betancur,918,Oficial,Oficial,CL 87 50 AA 21,4448971- 2368970,Activo,2024,4716956.7928,2252548.1939,Oficial-Principal,105001017876,10500101787601,105001017876,-75.55907607,6.27935013,04130010074,04,Aranjuez,0413,Aranjuez
261,"(4715367.4761, 2254178.8131000027)",Institucion Educativa Manuel Jose Gomez Serna,Institucion Educativa Manuel Jose Gomez Serna,920,Oficial,Oficial,CR 71  97  101,4715574 - 4720775,Activo,2024,4715367.4761,2254178.8131,Oficial-Principal,105001017965,10500101796501,105001017965,-75.57350825,6.29402156,05110480068,05,Castilla,0511,Castilla
